Date,daily.record.time,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,Year,Day_of_Week,Win,Lost,DN,Attendance,GameBehind
2017-4-15,22,91,11.6,24.8,99,99,99,999,1428,24.2,113.8,999,99,99,2017,Saturday,6,5,D,36686,-1
2017-4-16,22,107,9.4,10.4,99,99,99,999,1021,24.2,25.5,999,99,99,2017,Sunday,7,5,D,36209,-2
2017-4-17,24,99,8,16.4,99,99,99,999,1767,24.4,106.7,999,99,99,2017,Monday,8,5,D,37318,-3
2017-4-26,23,142,2.3,2.8,99,99,99,999,1012,24.7,25.3,999,99,99,2017,Wednesday,11,9,N,32072,-2
2017-4-27,22,156,4.5,9.3,99,99,99,999,1422,26.1,70,999,99,99,2017,Thursday,11,10,N,34054,-1
2017-4-28,24,117,6.1,6.8,99,99,99,999,1017,26.3,26.1,999,99,99,2017,Friday,12,10,N,37054,-2
2017-4-29,23,118,8.5,9.4,99,99,99,999,1019,26.2,26.2,999,99,99,2017,Saturday,12,11,D,36776,-1
2017-4-30,24,121,9.2,10.2,99,99,99,999,1018,26,26.4,999,99,99,2017,Sunday,13,11,N,36916,-2
2017-5-1,21,123,8.5,9.5,99,99,99,999,1018,26.1,26.2,999,99,99,2017,Monday,13,12,N,33489,-1
2017-5-2,15,152,5.5,12.2,99,99,99,999,1017,26.3,91.1,999,99,99,2017,Tuesday,14,12,N,32932,-2
2017-5-3,21,96,3.4,4,99,99,99,999,1016,26,26.6,999,99,99,2017,Wednesday,15,12,N,33162,-3
2017-5-4,24,135,4.2,4.8,99,99,99,999,1013,26.1,26.8,999,99,99,2017,Thursday,15,13,N,36563,-2
2017-5-12,23,196,2,2.7,99,99,99,999,1015,25.6,26.6,999,99,99,2017,Friday,18,17,N,36496,-1
2017-5-13,21,195,6,15.3,99,99,99,999,1441,72.5,119.2,999,99,99,2017,Saturday,19,17,D,35447,-2
2017-5-14,9,256,5.5,6.4,99,99,99,999,1012,26.4,26.5,999,99,99,2017,Sunday,19,18,D,35080,-1
2017-5-23,24,169,5.8,6.3,99,99,99,999,1015,26.8,67.9,999,99,99,2017,Tuesday,23,21,N,34769,-2
2017-5-24,13,182,8.2,16,99,99,99,999,1704,27.4,102.3,999,99,99,2017,Wednesday,24,21,N,36089,-3
2017-5-25,23,242,7.4,12.2,99,99,99,999,1012,27.3,69.5,999,99,99,2017,Thursday,25,21,N,33484,-4
2017-5-26,24,184,1.6,1.8,99,99,99,999,1016,28.2,27.4,999,99,99,2017,Friday,26,21,N,35080,-5
2017-5-27,24,199,1.9,6.5,99,99,99,999,1018,28.1,68.5,999,99,99,2017,Saturday,27,21,D,36985,-6
2017-5-28,21,259,2.4,2.8,99,99,99,999,1017,28.4,28.2,999,99,99,2017,Sunday,27,22,D,37174,-5
2017-6-9,24,253,5.4,6.1,99,99,99,999,1013,27.1,27.6,999,99,99,2017,Friday,33,27,N,36853,-6
2017-6-10,19,128,2.8,3.3,99,99,99,999,1017,27.6,28.2,999,99,99,2017,Saturday,34,27,N,37162,-7
2017-6-11,24,90,5.9,6.7,99,99,99,999,1019,28.1,28.1,999,99,99,2017,Sunday,34,28,N,35457,-6
2017-6-12,21,83,4.9,10.1,99,99,99,999,1446,27.8,74.6,999,99,99,2017,Monday,35,28,N,36757,-7
2017-6-13,24,105,5.2,5.9,99,99,99,999,1017,27.8,28.3,999,99,99,2017,Tuesday,36,28,N,37141,-8
2017-6-23,22,105,6.4,7.1,99,99,99,999,1017,28.1,28.5,999,99,99,2017,Friday,41,32,N,37034,-9
2017-6-24,23,117,5.9,6.6,99,99,99,999,1017,28.3,28.4,999,99,99,2017,Saturday,41,33,N,36868,-8
2017-6-25,19,113,5.3,10.7,99,99,99,999,1492,28.3,79.7,999,99,99,2017,Sunday,41,34,D,36474,-7
2017-6-26,23,112,4.4,5,99,99,99,999,1018,28.3,28.7,999,99,99,2017,Monday,42,34,N,37172,-8
2017-6-27,24,128,2.5,2.8,99,99,99,999,1016,28.4,28.8,999,99,99,2017,Tuesday,43,34,N,36804,-9
2017-6-28,24,111,1.5,1.9,99,99,99,999,1017,28.5,28.9,999,99,99,2017,Wednesday,43,35,N,37487,-8
2017-6-29,19,134,1.9,7.2,99,99,99,999,1018,28.7,80.1,999,99,99,2017,Thursday,44,35,N,37445,-9
2017-7-14,24,109,6.2,6.9,99,99,99,999,1018,28.7,29.1,999,99,99,2017,Friday,51,39,N,37570,-12
2017-7-15,24,84,4.7,5.2,99,99,99,999,1017,28.9,29.5,999,99,99,2017,Saturday,51,40,D,36936,-11
2017-7-16,24,113,2.6,3.1,99,99,99,999,1015,28.4,29.9,999,99,99,2017,Sunday,51,41,D,37343,-10
2017-7-16,24,113,2.6,3.1,99,99,99,999,1015,28.4,29.9,999,99,99,2017,Sunday,52,41,N,36719,-11
2017-7-17,23,185,5,5.6,99,99,99,999,1016,28.5,29.9,999,99,99,2017,Monday,52,42,N,36144,-10
2017-7-18,23,143,2.1,2.7,99,99,99,999,1018,28.7,30,999,99,99,2017,Tuesday,53,42,N,36488,-11
2017-7-19,20,116,2.6,3.3,99,99,99,999,1019,29.4,30.4,999,99,99,2017,Wednesday,54,42,N,37360,-12
2017-7-20,22,135,1.8,2.4,99,99,99,999,1019,29.5,30.4,999,99,99,2017,Thursday,54,43,D,37094,-11
2017-7-28,12,198,10.3,19,99,99,99,999,2512,110.2,192,999,99,99,2017,Friday,56,48,N,37321,-8
2017-7-29,20,239,3.3,22.8,99,99,99,999,2811,77.9,224.4,999,99,99,2017,Saturday,57,48,N,36912,-9
2017-7-30,3,233,6,36.6,99,99,99,999,4009,352.7,353.7,999,99,99,2017,Sunday,57,49,D,36480,-8
2017-7-31,9,254,8.3,28.8,99,99,99,999,2014,135.2,137.8,999,99,99,2017,Monday,58,49,N,37169,-9
2017-8-1,24,211,6.1,6.7,99,99,99,999,1017,28.6,29.7,999,99,99,2017,Tuesday,59,49,N,37126,-10
2017-8-3,23,118,5.1,5.7,99,99,99,999,1020,29.9,30.5,999,99,99,2017,Thursday,60,49,N,37442,-11
2017-8-4,24,96,6.3,7.1,99,99,99,999,1019,29.7,30.4,999,99,99,2017,Friday,61,49,N,36612,-12
2017-8-5,24,124,5.9,6.4,99,99,99,999,1019,29.7,30.4,999,99,99,2017,Saturday,62,49,N,36599,-13
2017-8-6,22,106,6.8,7.5,99,99,99,999,1017,29.5,30.5,999,99,99,2017,Sunday,63,49,D,37283,-14
2017-8-14,23,182,2.3,2.8,99,99,99,999,1016,29.6,30.4,999,99,99,2017,Monday,67,51,N,37430,-16
2017-8-15,20,155,2,2.4,99,99,99,999,1016,29.8,30.5,999,99,99,2017,Tuesday,68,51,N,37345,-17
2017-8-16,18,105,2.7,8.6,99,99,99,999,1517,29.9,84.4,999,99,99,2017,Wednesday,69,51,N,37181,-18
2017-8-18,14,165,10.7,24.8,99,99,99,999,2941,99,238,999,99,99,2017,Friday,70,51,N,36784,-19
2017-8-19,17,76,4.8,5.4,99,99,99,999,1015,29.6,30.4,999,99,99,2017,Saturday,70,52,N,37274,-18
2017-8-20,7,109,6.4,59.7,99,99,99,999,3582,306.2,584,999,99,99,2017,Sunday,71,52,D,36911,-19
2017-8-25,6,236,20.2,51.2,99,99,99,999,4009,352.1,353,999,99,99,2017,Friday,73,55,N,37191,-18
2017-8-26,17,238,9.6,21.4,99,99,99,999,1544,85.8,200.9,999,99,99,2017,Saturday,73,56,D,36655,-17
2017-8-27,16,255,9.4,10.4,99,99,99,999,1014,28.5,29.8,999,99,99,2017,Sunday,73,57,D,36625,-16
2017-9-4,11,150,13.3,39.6,99,99,99,999,3467,29.2,470.7,999,99,99,2017,Monday,77,61,N,34311,-16
2017-9-5,5,73,3.8,41.6,99,99,99,999,2811,29.5,417.8,999,99,99,2017,Tuesday,78,61,N,33009,-17
2017-9-6,13,132,3.4,25.9,99,99,99,999,2396,29.3,253.8,999,99,99,2017,Wednesday,79,61,N,33190,-18
2017-9-8,6,55,10.8,40.1,99,99,99,999,1010,29.8,191.8,999,99,99,2017,Friday,80,61,N,34781,-19
2017-9-9,8,180,28.4,60,99,99,99,999,3252,149.5,393.3,999,99,99,2017,Saturday,81,61,N,36734,-20
2017-9-10,15,141,27.2,46,99,99,99,999,2792,90.9,223,999,99,99,2017,Sunday,81,62,D,35859,-19
2017-9-12,24,291,1.7,2.3,99,99,99,999,1011,28.2,28.6,999,99,99,2017,Tuesday,82,62,N,34355,-20
2017-9-13,23,111,1.3,1.6,99,99,99,999,1014,28.5,28.6,999,99,99,2017,Wednesday,82,63,N,36366,-19
2017-9-14,24,71,1.8,6.4,99,99,99,999,1015,28.5,28.9,999,99,99,2017,Thursday,83,63,D,35470,-20
2017-9-25,13,144,1.8,10,99,99,99,999,1012,29,104.2,999,99,99,2017,Monday,91,65,N,33940,-26
2017-9-26,20,179,3.1,8.6,99,99,99,999,1462,76.3,78.1,999,99,99,2017,Tuesday,91,66,N,33999,-25
2017-9-27,12,214,2.1,2.5,99,99,99,999,1012,28.1,29.6,999,99,99,2017,Wednesday,92,66,N,34445,-26
2017-9-28,8,121,3.8,16.6,99,99,99,999,3259,149.3,150.7,999,99,99,2017,Thursday,92,67,N,34222,-25
2017-9-29,8,213,3.9,4.6,99,99,99,999,1013,27.4,29.5,999,99,99,2017,Friday,92,68,N,36623,-24
2017-9-30,17,88,2.5,3.1,99,99,99,999,1014,27.9,29.5,999,99,99,2017,Saturday,93,68,D,35722,-25
2017-10-1,22,86,5.4,18.9,99,99,99,999,1830,72.7,161.8,999,99,99,2017,Sunday,93,69,D,34517,-24
