Date,PRCP,Snow,Tmax,Tmin,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,Year,Day_of_Week,Win,Lost,DN,Attendance,GameBehind
2017-6-13,0.53,0,95,72,105,5.2,5.9,99,99,99,999,1017,27.8,28.3,999,99,99,2017,Tuesday,36,28,N,37141,-8
2017-6-23,0,0,90,65,105,6.4,7.1,99,99,99,999,1017,28.1,28.5,999,99,99,2017,Friday,41,32,N,37034,-9
2017-6-24,0.08,0,88,71,117,5.9,6.6,99,99,99,999,1017,28.3,28.4,999,99,99,2017,Saturday,41,33,N,36868,-8
2017-6-25,0,0,85,65,113,5.3,10.7,99,99,99,999,1492,28.3,79.7,999,99,99,2017,Sunday,41,34,D,36474,-7
2017-6-26,0,0,80,62,112,4.4,5,99,99,99,999,1018,28.3,28.7,999,99,99,2017,Monday,42,34,N,37172,-8
2017-6-27,0.08,0,77,58,128,2.5,2.8,99,99,99,999,1016,28.4,28.8,999,99,99,2017,Tuesday,43,34,N,36804,-9
2017-6-28,0,0,79,58,111,1.5,1.9,99,99,99,999,1017,28.5,28.9,999,99,99,2017,Wednesday,43,35,N,37487,-8
2017-6-29,0,0,79,63,134,1.9,7.2,99,99,99,999,1018,28.7,80.1,999,99,99,2017,Thursday,44,35,N,37445,-9
2017-7-14,0,0,67,60,109,6.2,6.9,99,99,99,999,1018,28.7,29.1,999,99,99,2017,Friday,51,39,N,37570,-12
2017-7-15,0,0,73,62,84,4.7,5.2,99,99,99,999,1017,28.9,29.5,999,99,99,2017,Saturday,51,40,D,36936,-11
2017-7-16,0,0,81,69,113,2.6,3.1,99,99,99,999,1015,28.4,29.9,999,99,99,2017,Sunday,51,41,D,37343,-10
2017-7-16,0,0,81,69,113,2.6,3.1,99,99,99,999,1015,28.4,29.9,999,99,99,2017,Sunday,52,41,N,36719,-11
2017-7-17,0,0,83,68,185,5,5.6,99,99,99,999,1016,28.5,29.9,999,99,99,2017,Monday,52,42,N,36144,-10
2017-7-18,0.12,0,82,68,143,2.1,2.7,99,99,99,999,1018,28.7,30,999,99,99,2017,Tuesday,53,42,N,36488,-11
2017-7-19,0,0,93,72,116,2.6,3.3,99,99,99,999,1019,29.4,30.4,999,99,99,2017,Wednesday,54,42,N,37360,-12
2017-7-20,0,0,92,71,135,1.8,2.4,99,99,99,999,1019,29.5,30.4,999,99,99,2017,Thursday,54,43,D,37094,-11
2017-7-28,0,0,82,66,198,10.3,19,99,99,99,999,2512,110.2,192,999,99,99,2017,Friday,56,48,N,37321,-8
2017-7-29,0,0,71,60,239,3.3,22.8,99,99,99,999,2811,77.9,224.4,999,99,99,2017,Saturday,57,48,N,36912,-9
2017-7-30,0,0,73,60,233,6,36.6,99,99,99,999,4009,352.7,353.7,999,99,99,2017,Sunday,57,49,D,36480,-8
2017-7-31,0,0,80,61,254,8.3,28.8,99,99,99,999,2014,135.2,137.8,999,99,99,2017,Monday,58,49,N,37169,-9
2017-8-1,0,0,80,67,211,6.1,6.7,99,99,99,999,1017,28.6,29.7,999,99,99,2017,Tuesday,59,49,N,37126,-10
2017-8-3,0,0,84,66,118,5.1,5.7,99,99,99,999,1020,29.9,30.5,999,99,99,2017,Thursday,60,49,N,37442,-11
2017-8-4,0,0,85,68,96,6.3,7.1,99,99,99,999,1019,29.7,30.4,999,99,99,2017,Friday,61,49,N,36612,-12
2017-8-5,0.16,0,77,67,124,5.9,6.4,99,99,99,999,1019,29.7,30.4,999,99,99,2017,Saturday,62,49,N,36599,-13
2017-8-6,0,0,79,63,106,6.8,7.5,99,99,99,999,1017,29.5,30.5,999,99,99,2017,Sunday,63,49,D,37283,-14
2017-8-14,0,0,78,63,182,2.3,2.8,99,99,99,999,1016,29.6,30.4,999,99,99,2017,Monday,67,51,N,37430,-16
2017-8-15,0,0,80,66,155,2,2.4,99,99,99,999,1016,29.8,30.5,999,99,99,2017,Tuesday,68,51,N,37345,-17
2017-8-16,0,0,85,66,105,2.7,8.6,99,99,99,999,1517,29.9,84.4,999,99,99,2017,Wednesday,69,51,N,37181,-18
2017-8-18,0.24,0,81,65,165,10.7,24.8,99,99,99,999,2941,99,238,999,99,99,2017,Friday,70,51,N,36784,-19
2017-8-19,0.01,0,74,65,76,4.8,5.4,99,99,99,999,1015,29.6,30.4,999,99,99,2017,Saturday,70,52,N,37274,-18
2017-8-20,0,0,85,72,109,6.4,59.7,99,99,99,999,3582,306.2,584,999,99,99,2017,Sunday,71,52,D,36911,-19
2017-8-25,0,0,76,63,236,20.2,51.2,99,99,99,999,4009,352.1,353,999,99,99,2017,Friday,73,55,N,37191,-18
2017-8-26,0,0,74,60,238,9.6,21.4,99,99,99,999,1544,85.8,200.9,999,99,99,2017,Saturday,73,56,D,36655,-17
2017-8-27,0,0,71,58,255,9.4,10.4,99,99,99,999,1014,28.5,29.8,999,99,99,2017,Sunday,73,57,D,36625,-16
2017-9-4,0,0,81,58,150,13.3,39.6,99,99,99,999,3467,29.2,470.7,999,99,99,2017,Monday,77,61,N,34311,-16
2017-9-5,0,0,88,65,73,3.8,41.6,99,99,99,999,2811,29.5,417.8,999,99,99,2017,Tuesday,78,61,N,33009,-17
2017-9-6,0.22,0,79,62,132,3.4,25.9,99,99,99,999,2396,29.3,253.8,999,99,99,2017,Wednesday,79,61,N,33190,-18
2017-9-8,0,0,74,59,55,10.8,40.1,99,99,99,999,1010,29.8,191.8,999,99,99,2017,Friday,80,61,N,34781,-19
2017-9-9,0.01,0,68,55,180,28.4,60,99,99,99,999,3252,149.5,393.3,999,99,99,2017,Saturday,81,61,N,36734,-20
2017-9-10,0,0,69,56,141,27.2,46,99,99,99,999,2792,90.9,223,999,99,99,2017,Sunday,81,62,D,35859,-19
2017-9-12,0,0,86,61,291,1.7,2.3,99,99,99,999,1011,28.2,28.6,999,99,99,2017,Tuesday,82,62,N,34355,-20
2017-9-13,0.03,0,78,64,111,1.3,1.6,99,99,99,999,1014,28.5,28.6,999,99,99,2017,Wednesday,82,63,N,36366,-19
2017-9-14,0.33,0,84,67,71,1.8,6.4,99,99,99,999,1015,28.5,28.9,999,99,99,2017,Thursday,83,63,D,35470,-20
2017-9-25,0,0,78,64,144,1.8,10,99,99,99,999,1012,29,104.2,999,99,99,2017,Monday,91,65,N,33940,-26
2017-9-26,0,0,80,63,179,3.1,8.6,99,99,99,999,1462,76.3,78.1,999,99,99,2017,Tuesday,91,66,N,33999,-25
2017-9-27,0,0,86,65,214,2.1,2.5,99,99,99,999,1012,28.1,29.6,999,99,99,2017,Wednesday,92,66,N,34445,-26
2017-9-28,0,0,78,57,121,3.8,16.6,99,99,99,999,3259,149.3,150.7,999,99,99,2017,Thursday,92,67,N,34222,-25
2017-9-29,0,0,68,52,213,3.9,4.6,99,99,99,999,1013,27.4,29.5,999,99,99,2017,Friday,92,68,N,36623,-24
2017-9-30,1.55,0,59,50,88,2.5,3.1,99,99,99,999,1014,27.9,29.5,999,99,99,2017,Saturday,93,68,D,35722,-25
2017-10-1,0,0,66,47,86,5.4,18.9,99,99,99,999,1830,72.7,161.8,999,99,99,2017,Sunday,93,69,D,34517,-24
